id,leaktype,public
epq8CxhJ1B,other,0
PEsQSgan99,out,1
bmlb1xfy5j,in,1
K6zg0s3mNU,normal,1
LD08jnO9sk,out,0
WJjVSqIE11,normal,0
a7fVrW9fTX,in,0
eCrY6TMT31,out,1
xPkis2emH6,normal,0
R2mfiWhQir,out,0
HoXTdXa9Pd,out,0
lEXLlNSoN5,other,1
2EJWCTkJSk,normal,0
nYSyMnit2f,out,0
w9QXVfu5ST,normal,0
RnO2PFZIPk,normal,1
3xCt6sOKUz,other,1
Z5SEuyiAli,noise,0
hoZzHrdaAi,out,1
1BoRzjDvZL,noise,0
O7jP5LGoSn,other,0
hHaYBcD5uN,normal,0
UdLStjSAK4,normal,0
VnRhAINH2t,out,0
dXC3ca1mkz,in,0
b9d4zK33d8,normal,1
JejYaw1CL8,normal,0
YcO6sTHVNC,normal,1
iqmS7u5ShL,out,1
OOD54RdYXT,normal,1
sUQa4KjIef,in,0
7PyBV1C4f6,in,0
QeRjbJka8j,normal,1
LU52twas4H,out,0
LnUd3XHcWx,noise,0
yq5k47Vrbw,out,0
4zQY6nXU3Q,out,0
1HrBpMRyOm,normal,0
lSiT5FLA43,in,0
DRiFow3CoV,noise,0
5Sw4BkFIsj,normal,1
lrsgBD3GLs,in,0
yHoJdSWhhc,out,1
H6fFunjLqz,out,1
1wwGvCrCkr,in,0
bb34IXmVLj,out,0
b5ZGy7a3F7,other,1
tTjJjKfq5t,out,0
YK1IpvqU89,out,1
aDzUZnSLdU,normal,1
8xF7v0pfws,out,1
j4p7KXo1Rk,normal,0
pW6PhQqiLJ,normal,1
Bmu3iFQxu9,normal,0
eIQ9Usjp5u,out,0
6fLSYJCJEA,out,0
3yJ1XLrJTR,in,1
FG23pvGrbf,out,1
oUzyK7u9Ci,out,0
EerO82I50L,other,0
jlGgKEuWbt,in,0
Gpm4SPdy62,in,1
nCkQtf5tKX,normal,0
JrBYhMqq55,normal,0
dAd95Opex3,normal,1
hKVvns8zDA,other,1
U97l5VmZB3,out,1
oFRBteixV4,normal,0
kKXixzzQA8,other,0
VRoP9lpc6y,in,1
yJhWm5LKvH,out,0
W5Zdf8uG3T,normal,0
FLjogLDoDq,other,0
UPmsG4qsHR,in,0
9vAF3xpeTs,out,1
swFYuyCXMC,other,0
C9sdh5unVz,out,0
C286rIvKvR,normal,0
E1sjh172cB,noise,1
ZyxuZVcDo3,in,0
rstpsDcgUK,noise,0
yAfwJbNYBY,in,0
j7mC5K1YMR,normal,0
npEa1NGAP8,in,0
ihA7bHtNyp,other,0
ePzJbLGcZ9,other,0
lQtbFfHLi0,normal,1
n6qoRObgdq,out,0
31qMzZTPiu,out,1
ODOw6836NB,out,1
TlAbU6o0ar,in,0
8wyfAnfN4W,in,0
wWt5aiNdPB,out,0
ElowY8sgCe,other,0
1S29RPP26Q,out,0
uqApMneCTF,normal,0
wIzhyl0e9u,normal,0
Igo47zlE1g,other,0
ELXJF4KLyC,noise,1
dsssSgG1Ii,normal,0
yhg1n6WNKi,in,1
BXVdq1X780,in,0
pDKw73Zd8y,normal,0
DvyF1q5ghW,in,0
IBj6RBV8DR,normal,0
XZglfCWnq4,out,0
8fII8ZERVU,in,0
OX2xUAtmmB,normal,0
QiUFs1Xl2m,noise,1
bmBK1vW00o,out,1
7tGUPi74pp,normal,0
X9IGLx1fYj,normal,0
ebXh5oqEh6,normal,1
2qp5Eesexk,in,0
locEgN8KAy,out,0
Ufd0PXIs9L,in,0
mxQ1TNinrg,out,0
ts7FPSj3Bj,noise,0
LqtM2pLuy4,noise,0
1JmoDkVVme,noise,0
68ydaDI8gb,in,0
4NS6NTS1PF,normal,0
523s4KtcUc,out,0
2EpfWcfXNV,normal,1
VPlbpEznRP,other,1
vDggGNKVRE,out,0
S02ylbHElS,in,0
UT0IZynAxY,out,1
gPVjv64BwS,other,0
v77z5RgCI2,out,1
eFZtnW1Bzv,in,0
plVXEPXPcd,out,1
gJE4NOO40Q,normal,1
oDy4cXXqej,normal,0
6LMjx09jWJ,normal,1
a5thZFJwcD,in,0
GoXfq2fIa8,normal,0
PFMGYeHDiO,noise,0
QkIvD33mQF,noise,0
iqqoAmkXkH,out,1
f8XJ8sKbx3,out,1
CGhaTL8HUe,other,0
PVDupX1S97,out,0
SKTtywpX1W,other,0
vLAgBZYKGZ,normal,1
rajUGXxAR2,out,1
7egmccuCti,out,0
3p657DPTPz,other,0
uyY5POJk8F,in,0
sCuD6OhrYk,out,0
qolPHfPNPL,other,0
y1hQEagGvW,out,0
80NelpnQpF,in,1
2pPewVdLQy,out,1
VeWQ1tywwg,noise,1
HufJc5WkKl,in,0
GHxSd7UhBV,out,1
XnSA4NkNGw,in,0
QJ3hR51Ni4,normal,1
FRD79epjiV,out,1
ZxN07ev12o,in,0
YOmPGbDZzt,other,1
PVoEF90421,normal,0
oI7sHbd6Eo,normal,0
khpaUx6WpC,out,0
7YsHtwepnZ,out,1
kGyXwiMeid,in,1
1tRpCzGGX3,other,0
8hviXtnVYz,in,1
z6Foj6SrRc,in,1
MJANPrOcDb,normal,0
OUrh3sjvlH,normal,1
HsCBRwrf0V,normal,0
hZat2KbTVg,normal,0
QBdOPHwTVU,normal,0
yaNWg6lovj,noise,0
igiHLjwXc3,in,1
uOQp51wDmB,normal,0
0eYdRYvID1,out,0
g0QeHP6mQl,in,0
WysLcRye21,normal,0
Ng7macAgbx,normal,0
EpZbhREMLs,out,0
83Bh3Qt57o,normal,1
RZtqsaykQp,other,1
Qvz9aJfND5,in,0
i1rscQ1n8i,in,0
34yjFMlfaq,normal,0
uN8a1Er3LC,noise,1
myz0IhTCNq,out,0
RuF5ksxY77,in,0
XvrcnEucdu,out,0
t5A7QBAYXG,out,0
3Ee5k6klzx,in,1
X0mCxoR0Ei,normal,0
i0TtrNXFHf,noise,0
udeoZFLLbR,out,1
Uctun0cF3P,out,0
09faGEeJvN,other,0
U9qvP3A7pJ,normal,1
i9W5SBjj9Y,out,0
soyc835Wja,out,0
WDawJdGlx5,in,0
Q1QpnY4PjM,normal,0
wGbfwFffsT,out,0
nteljh4Pub,out,1
LZHkZ6pdgH,out,0
3DHsNWE1xd,other,0
YY0zt3y0PG,normal,1
BefFcgoQDA,out,0
nPcgGMZl1W,other,0
9zodjtuPGp,in,1
frdvCP4VpS,other,0
R4GMFIR4kA,other,0
atxdwM89tZ,other,0
YBtqR5xsFy,out,0
5E2XzHY8fw,in,0
vpsdeIbXTQ,normal,0
9Dc5O1blVc,noise,0
MwkG68mzkJ,normal,0
6CgCYaS6Mb,normal,0
XDHR4sVihj,out,0
wlIfxqOeZ6,noise,0
LjcKp1tfuY,normal,0
IgNc8Jutah,other,0
W3fZHbdSQi,noise,0
nzW56e283y,normal,0
BbY9JsTYyv,normal,0
UtADXk7rrT,other,1
bZ360QzUoE,in,0
VWIFwsL3ah,in,1
NByKhGIYRW,out,0
evICF5HTtE,out,0
11641gcpZ2,out,0
w1CnU2JNxh,normal,1
EhpjpanleA,in,1
H5eEmD50cl,noise,0
15XteDblSz,out,0
ThU3dIIDko,other,0
dogtuuhvTf,noise,1
I6m1BP4UXa,normal,1
oLAPxncUug,in,0
GN4waAJwtG,noise,1
12Om5L9j7W,in,0
KU6lyHIWzS,out,1
M4X3PTlZEX,noise,0
DceGwCHHxw,out,1
21vqWzKl1A,other,0
HYNre60GHc,out,0
W8J7RBj0m7,noise,1
EIz0E3qsDd,normal,0
5iLjMb9LYh,normal,0
GDmCwKl1X4,normal,0
UFQwnMzu0V,normal,0
IqOLgR5STs,in,0
E6BtYvb2yV,other,0
vXo9smYtAw,normal,0
KCHxAUAf92,normal,1
dHzzHen9Ee,other,0
gM1LSNrjqr,out,0
5t6EuSJw1w,normal,1
nPPwby0E4a,in,0
45YgLMKMAN,normal,1
e0d3x0Uc2P,in,1
oPVnQfZe33,normal,0
uY3DzYABAK,other,0
5OIxbQqFlI,other,0
tHxZsWPBaP,in,1
fAIQYbaz4C,normal,0
SszJts9V10,in,0
kKCE1dwYU2,in,1
473KV7I62X,in,0
BrvHOGQMg8,in,0
MyOBhm2YZi,in,1
sr01O0HnFv,normal,0
AOhzFcbExm,in,0
Ds96jUaj8F,in,1
6hPkEvas2x,out,1
q201QzmfoF,out,0
ZdbKkrcGhA,normal,0
y6K8CjegeC,other,0
hpzi7a04uN,in,0
fOm0SK7d7R,normal,0
cD5g60m221,in,0
WqIGPxQ2fa,out,0
UFVn0tUpJp,normal,1
zQBiy95nVN,normal,0
WMB7OiqbWh,out,0
9dadLL1X8Y,out,0
whIJmbr94E,out,0
O692Pw47tw,normal,0
NQDF2ohJih,in,1
0Wl5iKtWvD,normal,0
er5MXA6jzs,out,0
bcGpDQxuAv,normal,0
k1CdsrpOQP,in,0
LcZEIOg3PN,noise,0
o9nQ1Hy7K1,out,0
PfJvwcNEy3,out,1
5L8mA6QQ4f,in,0
CD4AxEnT5v,out,1
WDqv7plypq,in,0
zFDeQ872Dx,in,0
3TY83uh7pV,normal,0
5eMBF5LgHF,out,0
hdq1dL8rNQ,other,1
YLwY5THLry,in,0
ljVoCDaasD,out,0
8TERfzYr9w,noise,0
kpRwz1ltaE,normal,0
YjLvzsqJ9S,in,1
Xh68fJEi14,normal,0
OEIdTDUePA,normal,1
BL85wRgOBP,in,1
yPQhNLHBUD,normal,1
gm0tZJqnbg,normal,1
KzsuTcXeBy,normal,0
Qs0MbuV9rm,normal,0
swKjtIEY99,normal,1
nYoiACCSDn,normal,0
N3ElapGa2C,in,0
GYyi4A9JWo,in,0
V5pKca0OSx,normal,1
ts8nDtZx6v,out,1
kOUvwuLGLg,normal,0
hycLyFBOj1,out,0
kKvzyS4vKP,in,1
Dhx9valSyh,out,0
ZsZWvvrzoT,out,0
E8kwjMgvZY,other,1
AwLcnY7p5O,out,0
0AY1g5NMu8,normal,0
ET5YAQRz6X,out,1
lr3ddrXWGF,out,0
G8TpDHXbmq,normal,0
fJUlfrPAOQ,normal,0
3mEUV4Q88o,noise,0
xZsV6UmkEV,normal,1
3Ri7ZUamQl,other,1
PggxoUYyBU,out,1
6qV8GjQBbM,out,0
hPwzyELHz3,other,0
1PKOKKN1Bf,noise,1
XtVikd51Ad,out,1
hi2JKkoPbu,noise,0
2XnLYEAVc6,normal,0
c0hE1VhIRn,out,0
vnx4bgREKT,in,0
gkIP9uTPI0,normal,1
dsfquKemmb,out,1
SWbPdduh3w,in,0
vEQjkDnULu,noise,0
PBiw69sOfo,out,0
tYmoBO7KBq,other,0
9Xv32O3D6v,out,0
MOk41QTYn8,noise,0
IfBXXicj3M,in,1
sIExO6mYcZ,out,0
5sOCrdmSmF,out,1
E2AmTHeli9,in,1
KTMmkJeNK6,in,0
WXHYO3rlxF,in,1
GSi2IyxJ7W,out,0
V1ks5mOWor,out,0
D4GPlvv3DM,other,1
j4ohp27BAj,out,0
LG2HitNlFl,in,1
ZUNL8W47Mb,noise,0
52o7NeNQLO,normal,1
yGU4E8Qqqx,other,0
bb2bVa1GD5,out,0
8O2Fo1JOTG,out,0
ZFRRJ8zw0q,normal,1
PrXMqGEeB3,other,0
ddIMuer97Q,in,0
hZlMgvszRf,other,1
gdrd7P5LR4,out,0
NxguXFM5Mr,in,1
Hfc360rUgK,normal,0
J6Ee5vifsd,out,0
AYyGSMw0cM,in,0
ydMkI0a8PU,normal,0
D3X5wKAxcF,out,1
HZQ4wJtg8k,out,0
SGsqEkF9sJ,other,1
Ko8t1CFN0O,normal,1
vIXYWNjW9C,normal,0
3R3JJPcOtI,noise,0
XwRz0qcydL,noise,0
pmdJOwMdFw,out,0
Ys0Ke3udEC,noise,0
ZUQuBWMZaW,normal,0
GTkvvqsmAC,out,0
xKXaqeB80Q,out,1
M44M0CQJXu,normal,0
iZ9KsGoAmU,out,0
sbrUuKeecL,in,0
g47tBnu0To,normal,0
63HifXAXGv,normal,0
JLPfdAxmf1,out,0
kzyg9syden,normal,1
ikyhh5XVVd,in,0
AIp2iqpyBc,normal,0
Df3IBkl3Dm,normal,0
52IMWfeY1v,out,0
TmqMcn5ofD,in,0
RGeaMWpoln,normal,0
RM0foIvIp1,normal,1
X2MkYUyVPt,out,0
Kfrfjl7dY4,other,0
ODfQ9k0f2J,normal,1
ZgLtd6MNpJ,normal,0
D1VjbWg2yb,in,0
Ao8ShGN3vt,other,1
sDSECE9zwj,out,0
RUYFekbxxK,in,0
iTvYBKAOSB,in,0
Dgx2Icj738,out,1
mLu1jRcvcP,in,1
jfZU6qbXJH,normal,1
yMs7TvC1gb,other,1
PJuzjhKHgH,out,1
aAUpG3FKM1,other,0
lAqsAQOOP4,normal,0
1L9p4yjXfM,out,0
QD8uIUI5FF,in,0
NRvB3tTIPT,normal,0
ZHJPX9Vgav,out,0
hvwD0M8ZEl,out,1
S8mdXTZUcc,in,0
eDQPXY4Rsn,out,1
TdmdtVgvGH,in,0
Wu6Pterxvf,normal,0
caINRsjveY,out,0
jDjecyNJDj,out,0
xm8Gt8POSq,normal,1
ob3ksePhk7,normal,0
FaAqXkV5bi,normal,1
nEkbGbXMlL,out,0
y0tZi8eyKT,in,1
SUXlhAlIRi,other,0
SUY0t5Y5Tg,out,0
55qwS5i6QV,other,1
N8QjsO3aVG,out,1
SjEzMHrHyk,other,1
yTD5r00XX8,in,0
BA19rxNnB8,out,1
VapVVJArKO,out,0
WaBGENvzwU,normal,0
HAFYMju8p7,normal,0
H0r6nUSme7,out,0
JJWYGJyacj,normal,1
UADdQOPOJv,noise,0
XrxMca2S0Q,out,0
MddLxkvpJl,normal,0
P9diTWiE1J,out,0
YVz7Pxbc3i,out,0
XDbpX6XL2o,in,0
CviWcZVBBh,out,0
WsUjmCcHsQ,out,0
7oN9PFBdJZ,in,0
rLyjP6G7jV,normal,1
blrs4hAQj2,noise,0
dYSIH9yLYn,out,0
ULhQIJkA7a,normal,0
NYxTBx0i7e,in,0
EgWShRSXTi,other,1
TLLd05gxgd,in,0
SPDGfnURbj,noise,1
3RsNYucfpx,other,0
d71JU1Jjmg,in,0
awBuQkq3tI,in,0
1NZ6wF2maU,other,0
3wgS6bTNcV,normal,1
Xb59Y3NJj8,other,0
lzEsP4sF9u,in,0
FO2z3ECDsy,normal,0
mLfgTJQ2R4,normal,1
GQMvRAAgpp,normal,0
DmPr07TT7T,in,1
6p8MCz8BJf,normal,0
LuAbMdTvJa,normal,0
WPqs4uZwJq,normal,0
o7QTKcTw5K,normal,0
vBAnQS5Y98,in,0
OhMaBRP8N7,normal,0
ADzafczzG9,normal,0
zV6uCc4bpJ,normal,1
JCrhMQqjXP,in,0
8VHlsE4Yuk,other,0
5RlgNJW09I,noise,0
CYpnHOaJ42,in,1
E0DMOcFdu8,in,1
YCzQBHFAhI,normal,0
aS0d3PPRTt,out,0
VAwdclkr4m,other,0
5J3J9NdIFz,in,1
wVveUvNO36,normal,1
DKpyycJu77,out,1
OIGaJ9UeGr,normal,0
TzhdBclken,normal,0
NYFVxCMKJA,out,0
BciKPmAR1R,out,1
bcT9sZeuI9,out,0
ZXghf1vgB5,out,0
k74S9mSC3b,noise,0
SVYrSdKwRn,noise,1
ZcYr9kNOit,in,0
xUFIWK7Wjb,normal,1
8pGxPz4NCf,out,0
0Hr5Vbv8rU,normal,1
yajqfSWRJu,noise,1
NpkskrVUA6,normal,1
fczh8v6cr9,in,1
Y92goGlCWX,normal,0
V8mv4fERIB,normal,0
sDmQcU9TNv,noise,0
r9nDhSbK1K,out,0
e1HExeX30k,normal,1
XBf21W5HhX,in,0
amBRlTed5q,other,0
iqUBISxfMc,out,1
QrCb1ylFAd,normal,0
myJRdHBxK8,out,0
HSRAtA4Zry,out,0
wysiSizB8A,normal,0
JJdrW55rDR,out,0
kX4HihDrOz,other,1
YUY8FuJ4dG,normal,0
MvlwmbCjIv,other,0
SsTjz1Rt8i,in,0
M6TytR3pLs,normal,0
5cdk3boGjs,noise,0
TVn0zvSIeT,out,1
uXoI7DuakF,in,0
YF8jd4JLTg,out,0
5isCFpZuaM,in,0
CU76tNqHAr,in,1
00wuHeybna,in,0
tbcdusVY3P,normal,0
QncqVtIS7V,out,0
la91uwm86A,in,0
v3pR7XlrTv,in,1
tvbILk5dyE,noise,0
whphaujSEe,out,0
5rmRFWTtQn,normal,1
E3095xDR6G,out,1
lUE0dNrdk5,out,0
l2apT8YjCS,normal,0
tHnxkDQDRZ,normal,0
TQLsUpLKGM,in,0
aQIioBMghe,in,1
6JYzoQfu1q,normal,0
6lcEl2U3cz,noise,0
UhzVQbM57U,in,0
PyAekRX9LQ,out,1
bIFkLEAagL,normal,1
w5UZKOt4dm,out,1
bhdbAvw0fc,out,0
yTXwFwNpAi,in,0
5tFhUuNWgl,out,0
BjMaMni53F,out,0
4AuoNESdWx,in,1
CD9LYqpc8d,other,0
eM0m7KL6uA,normal,0
ZWYauZ59tr,normal,1
BQSjjaImZd,out,0
AGRxTMZToB,in,1
oL0VGtJmO9,out,0
X9y55QD85a,in,0
pftkHLpZOe,normal,0
DuXtZIF45b,out,0
CF7ikiat1y,in,1
zClFrLredZ,normal,0
e0He7FFZFX,in,0
N6ck2S8mWv,noise,0
jOk5r9Fhgw,other,0
Hb6wCibuMn,out,1
3AQRfc1RuB,in,1
Nk2B0lKPZN,normal,1
4043ffLn7s,in,0
2OV7a31CKW,out,0
TnP5H8J1lf,noise,0
QSBWyM9mi0,normal,1
omB6ydxYxD,out,0
2luYfQqRnf,normal,0
Y4VsLeronk,normal,0
H1ySIXNJbm,out,0
lvwr7pcQuv,normal,0
iL28oUamTs,in,0
7Dsa6OOT8X,in,1
jnuJBMUfVD,normal,0
xtZ5nFGrqb,other,0
tHjG4YLsOx,out,0
EDhZYkgQgq,normal,0
UXczHoU5gk,in,0
521ILi0jrP,out,0
ZFFLF5H1Ae,in,1
vh6IX8FzX2,out,0
fFvFCm4yv8,out,0
jEb4PfBgP5,normal,0
0D789vYa12,out,0
gY1UNypv2Y,normal,0
2EyAZxABtb,out,0
ZQj6JtoNHG,normal,1
8ogppAsERS,other,0
WYGxAGmtH6,in,1
AjrzKqrIRi,normal,0
dskPHRxBoL,normal,1
UPogM0bBYS,normal,1
1UOfZlXyid,normal,0
3U6NxZ5DwX,out,1
hRcXKUd2to,out,0
D6g6KwKEnN,in,1
zTkz6ehJyL,normal,0
GQ82S6yde9,in,0
iBgiqyJv19,in,1
s3VHNDdDrM,other,0
jroKj6Ob1u,normal,0
YcdQhwaGJ2,in,0
JOuozrV6JP,other,0
RwOdh1Cgya,in,0
5r1uaSgaA0,out,0
H2KBKVA6oH,out,0
R4af4rinMx,normal,0
0hdEjbjgbY,normal,1
rbtGCgUrXX,other,0
vKICAol2aV,normal,0
hnxLBdNh3j,out,0
I2L936id2V,in,0
WS6kWeHJI4,normal,0
Vwu6Vy3EFi,normal,0
BuRZddSF3H,normal,1
qvfOJrhafa,other,0
MQdFqj7PRc,other,1
gGsefTCICV,out,0
KclY5Ww2I2,normal,1
P1hvOUfXFa,normal,1
x8wcfXzT7t,out,0
cWh1zzmWE5,out,0
ASn1YuyXAh,out,0
qZrx80qEnd,in,0
bJxo7iMYGM,in,0
eCSo92AxTa,out,1
XhkKiQCGXo,noise,1
mcod8iFxut,in,1
qu5AuGyBuM,normal,0
LK3gikN8iZ,normal,1
KE4rf91ypu,in,0
Yi0mL4XZTM,out,0
fwYomEoSsw,in,1
iQvJ1SiMwp,out,0
E09colB1Jn,noise,0
PiArG7a1p4,in,0
LdUSS7G3U3,in,1
Hupkr2LvdK,out,1
xxNzmd5CDI,normal,1
8DjZRmWNFL,normal,0
4eJTDJlNAG,noise,0
s45g0XbKgu,out,0
BZm2OFfsBX,in,0
p4zNBcMMlG,out,0
bs7sZ3NlPE,out,0
DuDii314xf,normal,0
rmxEBa9bAg,normal,1
EltOlGrupA,out,0
OWIKVNU796,in,0
CnIz38vzfo,in,1
XoiV1Yfusk,normal,0
PZTU2KQywZ,normal,1
FdMa2nRs7B,in,1
s7VJpntMB5,out,0
embRidmlsY,normal,0
GzCJTLgoe4,other,0
QObHYSLbLi,normal,0
WJFZurm3ML,other,0
CFMfu2fnw3,in,0
LsKgpZJkcX,out,0
AYcHBcOdpA,in,0
Rz9RXVaqUQ,other,0
AiTXF7wwm3,in,0
V4d26CtDI0,other,1
lLJM3SKrs0,normal,0
eeww5WnAna,noise,0
85hul8B3FL,out,1
vGrD2YUUI2,normal,0
WyinWLbyzz,in,0
AH5k2RvsLy,out,0
kVlIDO7SQu,out,1
fcd6hDnPzh,normal,0
OT0JaGY4oF,in,1
LLrp6RPTDg,out,0
SzDXl8y9Px,normal,0
bYkLqSINOL,out,0
PlR6AgNITO,in,0
5xMwy3BHto,normal,0
ImyTe1WXPt,in,1
jvy18BQRFr,out,1
GzPA0ZCGFA,other,1
v8Yb3tNQl7,normal,1
yPSglLV61A,normal,0
z1zpktfbB0,normal,0
im6IxahqH1,normal,0
miMrYIk34V,normal,0
5IDDv8G60Q,noise,0
B9JUc75A2W,normal,0
B8drosKrOf,normal,0
nGGKh1Py2M,noise,0
57DFynnmDP,normal,1
7D1sREkSjJ,noise,1
OoQseQjhAZ,in,0
z1t7RJbDZY,normal,0
mDN44I6cv5,normal,0
bMFO8ycw2b,noise,0
Szj163vikY,normal,0
nknE5OHPG9,out,0
rh7yoC1emv,out,0
nRela53XCv,other,1
PcNvYg3EYU,out,0
yaCWthBMSj,out,0
D1Ol2Oyex6,noise,0
a4hGtIVhLR,other,1
EmijcPcdfr,normal,0
IFrWxoxEWE,normal,0
nj2nMvMjrr,in,1
vxX36U7jik,out,0
7qGinJTT0Z,in,0
gQIwIo0QPO,normal,1
EHeaOoFR4f,out,1
hvlURKzWt0,other,1
w56tRXb8pP,in,0
Sd2CM4k8BW,normal,0
cPj28hQJYa,out,0
0oM9PekMDL,other,0
JTc3xXFory,other,0
oq7fcL3Bsu,in,0
jrngC10Vz2,other,0
tLzW7icoBC,in,0
2kCqXtF8P4,normal,0
JlUkrrcSg5,noise,0
nkXH1FV9e0,out,0
W4sjVTKe5S,noise,0
rfYKUcYIY6,out,1
UDfYJVYfA2,normal,0
CO2wtMVFIJ,out,0
jlRMON1llk,normal,0
ZebWQXIA6H,in,1
tdI9E1UCOJ,noise,0
4Hmzf1tvaO,normal,1
7d4ky3CLSV,in,0
660Yr1B1vF,in,0
WD1RFtmO0B,out,0
1UR60ZGZAh,in,0
0DDSGxHUkJ,normal,1
Upqj0mwmWJ,out,1
tmKI06hwBG,in,0
hkEfMiLx4f,normal,0
5uukBrDWZL,noise,0
4as554oeLZ,out,0
nVdFuqnwIA,normal,1
Yece0q4cYP,noise,0
0YVkBuztWN,normal,0
rp08W8pMJj,noise,0
hlXIEUssE5,noise,1
66tobNnCOT,out,0
eOjQNYwHSj,out,0
nR6BNRMegd,normal,0
ToHyqk6ztr,in,0
abj5oBNNsQ,normal,0
81mVTwsBuQ,out,1
TwDR6VY66K,out,1
lHJvcl9mYu,out,0
WOgVIWVNUO,normal,0
ImO9Eopaof,noise,0
jgJPbHjmnA,in,1
OBwfCe4nhQ,in,0
ltMKSv2nIY,normal,0
eHdiSqp6OT,out,1
i0lL0UHmTx,normal,0
xQiXpRE9S6,in,0
SLO5klskS9,in,0
Xr0viVGAUX,out,1
apU04eENA2,other,0
Xg9URtmm7G,normal,0
9D9bq80RJJ,normal,1
N3ANzl6sdz,out,0
nquLWT1HPE,in,0
lwlYE4dOrA,in,0
yjXEFMg6bC,in,0
YyC6YwvibQ,in,1
0sSLcPcAOK,normal,0
zJwUfUodvd,in,1
Q5eT9dXTAk,other,0
gfCgjX7nIp,noise,0
jsnJeSY8ip,other,0
CzmQ1cuXeQ,in,0
5A2DD6K0UT,in,1
5FcVxAGMgZ,other,0
oXVfQua9od,other,0
rupYpG5Dnm,other,1
8xcW9mOOwC,in,1
Tlz4ql1xaH,normal,1
bpKW9ehqsP,in,1
RLTbfoYEpZ,in,0
5BuB6G3uz2,normal,1
lzURiwcJQ5,other,0
pOxUWGZUc0,in,0
EzQg1vuYrJ,other,0
wvZTM59YF3,other,0
rQVxhVQmB3,normal,0
6rF0qPBHLr,out,0
XDMDM2nUUu,out,0
JUxgnB32Pm,other,0
RYauuv6GEw,normal,0
C1JvcYqjp6,noise,0
wfz3exVGWm,noise,1
Zj10H0djK7,out,0
FtSkwKdiaa,normal,0
2h1yi0mPkm,out,0
X0x2QRAtkC,in,0
0l0n6xovPS,out,0
Va0Q6v919q,other,0
y8bNucG8Aw,out,0
rjscAYw5hE,noise,0
QCJtQ0Hx8G,noise,0
PHJid7z7kh,other,0
kS9I6PEwiN,out,0
iG8qMEHZZQ,other,1
PazJJJKPf0,normal,0
fTueFWkRpK,noise,1
lDmLxYCuHF,noise,0
ZSU8fxvggn,normal,0
Xissf4Kb9T,normal,0
4uDxOLYMZk,noise,0
KKndJgDDXj,normal,0
Dw8fA7gwxh,in,1
TVpknN6caJ,out,0
yyt5vnNgpQ,noise,0
xQMwKNpLpu,normal,0
3lG6h2HjT2,out,0
w4JKgUZlkc,other,1
MbjqsJeRPw,other,1
zBV5Z7LthS,normal,0
ytqaVKJ9sq,out,0
DmBj97m3LQ,out,0
bPZSBWD40J,in,0
LMJ6JBXWIU,normal,0
aMncn6Pvfx,in,1
GlxfNJMKhH,noise,1
JoT46sPE40,other,0
Sy2OvaIPEo,normal,0
WJDiYS7hkp,out,1
2BsdnTEh9B,normal,0
Bd78AEAKtS,normal,0
fk8QNoWp5V,in,1
DKg6Rf5pMV,normal,0
u0FyTx213H,out,0
LPMqXFEPD2,normal,1
bosuxGOFdr,noise,0
6ft2vsGDTY,normal,0
kPNxJBTZ61,out,0
6Bby3ShLwW,noise,0
VS4GJ9qIYN,normal,0
Pg9BUHCeoD,normal,0
5f0GVM3co0,normal,0
3h6Ij4ur0h,normal,0
WKcKeAChDR,out,1
JtG2IRudJI,out,1
Db6j6flW3h,in,1
ipcwkYIBkQ,normal,0
8cQWarOyXW,out,0
3K9BCbpVZh,in,0
aTypsCmwNl,out,1
V06IEaK8Ql,normal,0
oLDtBAj8jY,out,0
0VyE9xOrBR,noise,0
GDZNsWhK1M,normal,0
2EHTSvDFa1,out,0
kXyO2blkU6,normal,1
Uosk9RYV2m,in,0
bkCPvqBPu5,out,0
u12nYbflaB,normal,0
SZ787yqZhn,normal,0
CeJ2tFF8PZ,other,1
BlDQg4pXiS,other,0
iisAzOE7MJ,noise,0
hMnd40BciC,out,1
77s6Zr6ARp,in,0
34AGuk8cXF,out,0
4NLiLbQqmA,normal,0
rraZvYcqfT,normal,0
smc6XlOHEM,in,1
frLon8dGLy,other,0
jbrUiWqv7F,out,0
o0XRpLbZWT,in,1
bKVWVic7iH,other,0
RaC0NiHqkg,normal,1
bLFkCGsATj,in,1
Ye0DobBIO6,normal,1
Oza3gSeauA,other,0
Q5M0J8iQqF,normal,1
YLkqdkDGlG,out,0
nu0U9tI99M,in,0
CTgQOdboVe,in,1
0obOnA1ZKv,out,1
0fGEQxGrWu,normal,0
rxysJVcEGz,noise,0
IS8630e7Xo,out,0
lyt9P2yVEV,other,0
1luR0xK6Az,normal,1
8troSK400p,normal,0
3yEFOhK7K7,in,0
921C0PHAzj,out,0
rZBJwSPMXw,normal,0
QG5Djp3KfY,normal,0
I1tOtGhOrY,normal,1
Pj63dPgWdJ,out,0
70Zwme2UVR,out,0
VDgMsxZmXn,other,0
vgzlb3JpQa,noise,0
AszxOa9kOA,out,0
49YZOTSzh6,out,0
YKikABdw1T,normal,0
x5BiIJuUsg,other,1
Sbt0i6Zzcp,out,0
l3OWyA3dJX,out,0
U31VNh54qa,in,0
KUWn9el7GQ,normal,0
I2zsJC8X6Z,in,0
9Emrioe8ql,other,0
YktvgDWFrX,other,0
9wGZs8h9aV,in,0
iR1aOgmykd,normal,0
ntLXelcWRi,other,1
